x_m,radius_m
0.11699999999999999,0.0065973333333333335
0.11733333333333335,0.006600222222222223
0.11766666666666667,0.006603111111111111
0.11800000000000001,0.006606
0.11833333333333335,0.006608888888888889
0.11866666666666667,0.006611777777777778
0.11900000000000001,0.006614666666666666
0.11933333333333333,0.006617555555555555
0.11966666666666667,0.006620444444444444
0.12000000000000001,0.0066233333333333335
0.12033333333333335,0.006626222222222223
0.12066666666666667,0.006629111111111111
0.121,0.006632
0.12133333333333335,0.006634888888888889
0.12166666666666667,0.006637777777777778
0.122,0.006640666666666666
0.12233333333333335,0.006643555555555555
0.12266666666666667,0.006646444444444444
0.123,0.0066493333333333335
0.12333333333333334,0.0066522222222222226
0.12366666666666667,0.006655111111111111
0.124,0.006658
0.12433333333333334,0.006660888888888889
0.12466666666666668,0.006663777777777778
0.125,0.006666666666666666
0.12533333333333335,0.006669555555555555
0.12566666666666668,0.006672444444444444
0.126,0.0066753333333333335
0.12633333333333333,0.0066782222222222225
0.12666666666666668,0.006681111111111111
0.127,0.006684
0.12733333333333335,0.006686888888888889
0.12766666666666665,0.006689777777777778
0.128,0.006692666666666667
0.12833333333333335,0.006695555555555555
0.12866666666666665,0.006698444444444444
0.129,0.0067013333333333334
0.12933333333333336,0.0067042222222222225
0.12966666666666668,0.006707111111111112
0.13,0.00671
0.1308,0.006716933333333334
0.1316,0.0067238666666666665
0.13240000000000002,0.0067308
0.1332,0.006737733333333333
0.134,0.006744666666666667
0.1348,0.0067516
0.1356,0.006758533333333333
0.1364,0.006765466666666667
0.13720000000000002,0.0067724000000000005
0.138,0.006779333333333333
0.1388,0.006786266666666666
0.1396,0.0067932
0.1404,0.006800133333333333
0.1412,0.006807066666666667
0.14200000000000002,0.006814
0.1428,0.0068209333333333335
0.1436,0.0068278666666666665
0.1444,0.0068348
0.1452,0.006841733333333333
0.14600000000000002,0.006848666666666667
0.1468,0.0068556
0.1476,0.006862533333333334
0.1484,0.006869466666666667
0.1492,0.0068763999999999995
0.15,0.006883333333333333
0.1508,0.006890266666666666
0.1516,0.0068972
0.1524,0.006904133333333333
0.1532,0.006911066666666667
0.154,0.006918
0.1548,0.0069249333333333335
0.15560000000000002,0.006931866666666666
0.1564,0.0069388
0.1572,0.006945733333333333
0.158,0.006952666666666667
0.1588,0.0069596
0.1596,0.006966533333333334
0.1604,0.0069734666666666665
0.1612,0.0069804
0.162,0.006987333333333333
0.1628,0.006994266666666667
0.1636,0.0070012
0.1644,0.007008133333333333
0.1652,0.007015066666666667
0.166,0.0070220000000000005
0.1668,0.007028933333333333
